36.13308,-80.27788
36.13309,-80.27786
36.1331,-80.27786
36.13311,-80.27785
36.13314,-80.27784
36.13316,-80.27784
36.13318,-80.27784
36.13319,-80.27784
36.13321,-80.27785
36.13322,-80.27786
36.13324,-80.27787
36.13326,-80.27788
36.13327,-80.27791
36.13327,-80.27792
36.13328,-80.27792
36.13328,-80.27793
36.13329,-80.27795
36.13329,-80.27797
36.13329,-80.27799
36.13329,-80.278
36.13329,-80.27801
36.13329,-80.27802
36.13329,-80.27803
36.13329,-80.27804
36.13329,-80.27805
36.13328,-80.27806
36.13328,-80.27807
36.13322,-80.27817
36.13311,-80.27834
36.13308,-80.27838
36.13305,-80.2784
36.13304,-80.27841
36.13303,-80.27842
36.13302,-80.27842
36.13301,-80.27842
36.133,-80.27842
36.13298,-80.27842
36.13296,-80.27842
36.13294,-80.27842
36.13291,-80.27841
36.13291,-80.27841
36.13285,-80.27853
36.13285,-80.27853
36.13283,-80.27852
36.13281,-80.27852
36.1328,-80.27851
36.13278,-80.27851
36.13276,-80.2785
36.13274,-80.2785
36.13273,-80.2785
36.13271,-80.2785
36.13267,-80.2785
36.13261,-80.27852
36.13259,-80.27853
36.13256,-80.27854
36.13254,-80.27855
36.13251,-80.27858
36.13248,-80.27861
36.13246,-80.27863
36.13239,-80.27873
36.13238,-80.27873
36.13229,-80.27889
36.13207,-80.27925
36.13202,-80.27933
36.13194,-80.27945
36.13189,-80.27954
36.13186,-80.27957
36.13184,-80.27959
36.13183,-80.2796
36.13182,-80.27962
36.1318,-80.27963
36.13178,-80.27965
36.13172,-80.2797
36.13172,-80.2797
36.13176,-80.27992
36.13177,-80.27999
36.13178,-80.28005
36.13179,-80.2801
36.1318,-80.28014
36.13182,-80.2802
36.13184,-80.28025
36.13186,-80.2803
36.13188,-80.28033
36.13194,-80.2804
36.13196,-80.28042
36.13242,-80.28086
36.13248,-80.28091
36.1325,-80.28093
36.13252,-80.28094
36.13255,-80.28096
36.13255,-80.28096
36.13253,-80.28104
36.13252,-80.28106
36.13251,-80.28109
36.1325,-80.28111
36.1323,-80.28142
36.13222,-80.28154
36.13216,-80.28162
36.13212,-80.28169
36.13206,-80.2818
36.13198,-80.28193
36.1319,-80.28211
36.13187,-80.28217
36.13185,-80.28222
36.13181,-80.28233
36.13176,-80.28248
36.13173,-80.28257
36.1317,-80.28266
36.13166,-80.28282
36.13165,-80.28289
36.13163,-80.28297
36.13162,-80.28304
36.1316,-80.28314
36.13159,-80.28321
36.13158,-80.28327
36.13157,-80.2834
36.13156,-80.2835
36.13156,-80.28354
36.13156,-80.28359
36.13156,-80.28364
36.13155,-80.28387
36.13154,-80.284
36.13154,-80.28408
36.13153,-80.28417
36.13152,-80.28426
36.13151,-80.28434
36.1315,-80.2844
36.13148,-80.28447
36.13147,-80.28454
36.13144,-80.28466
36.1314,-80.28477
36.13138,-80.28486
36.13134,-80.28497
36.1313,-80.28506
36.13124,-80.28517
36.13119,-80.28527
36.13115,-80.28535
36.13109,-80.28544
36.13104,-80.28553
36.13099,-80.28559
36.13093,-80.28567
36.13087,-80.28574
36.13078,-80.28584
36.13067,-80.28595
36.13058,-80.28604
36.13042,-80.28621
36.13032,-80.28631
36.13019,-80.28644
36.13008,-80.28654
36.12998,-80.28664
36.12991,-80.28671
36.12977,-80.28684
36.12977,-80.28687
36.12977,-80.28688
36.12976,-80.2869
36.12973,-80.28693
36.12971,-80.28696
36.12961,-80.28705
36.1293,-80.28735
36.12922,-80.28746
36.12904,-80.28778
36.12888,-80.28807
36.12867,-80.28847
36.12836,-80.28905
36.1283,-80.28915
36.12825,-80.28925
36.12817,-80.28943
36.12813,-80.28955
36.12808,-80.28968
36.12805,-80.28979
36.12801,-80.28994
36.12799,-80.29004
36.12797,-80.29014
36.12796,-80.29021
36.12794,-80.29035
36.12792,-80.29092
36.12793,-80.29108
36.12793,-80.29108
36.12784,-80.2911
36.12782,-80.29111
36.12766,-80.29117
36.12753,-80.29123
36.12741,-80.29128
36.12721,-80.29139
36.12712,-80.29144
36.12698,-80.29154
36.1269,-80.29161
36.12674,-80.29175
36.12657,-80.29192
36.12643,-80.29209
36.12638,-80.29214
36.12625,-80.29232
36.12611,-80.2925
36.12586,-80.2928
36.12564,-80.29303
36.12545,-80.29321
36.12527,-80.29336
36.12504,-80.29352
36.12488,-80.29362
36.12471,-80.29371
36.12442,-80.29385
36.1231,-80.29447
36.12148,-80.29522
36.12119,-80.29536
36.12076,-80.29556
36.12051,-80.29567
36.12028,-80.29578
36.12008,-80.29589
